session_id,customer_id,device_type,traffic_source,session_start,pages_viewed,time_spent,purchase_made
S18508,C1249,mobile,search,2025-05-16 18:40:45,4,16,no
S18509,C1077,mobile,search,2025-08-14 08:07:09,6,3,no
S18510,C2797,mobile,social,2025-08-30 22:11:10,3,4,no
S18511,C3804,tablet,social,2025-07-19 14:52:11,9,6,no
S18512,C3171,desktop,search,2025-06-12 12:50:08,9,24,no
S18513,C1620,mobile,social,2025-09-19 06:12:33,3,8,no
S18514,C3668,tablet,social,2025-01-12 21:05:49,4,28,yes
S18515,C2620,desktop,social,2024-11-16 02:22:51,8,1,yes
S18516,C3285,mobile,direct,2025-05-21 15:17:21,7,11,no
S18517,C1054,mobile,search,2025-03-15 19:39:22,4,5,no
S18518,C3840,desktop,ads,2025-06-14 09:24:45,7,27,no
S18519,C3888,desktop,social,2024-12-20 01:02:59,3,25,yes
S18520,C3539,mobile,social,2025-05-06 12:04:33,3,21,no
S18521,C3956,mobile,social,2025-10-08 21:13:38,4,21,no
S18522,C1825,desktop,direct,2025-06-03 23:52:45,9,23,yes
S18523,C3142,desktop,search,2025-04-25 06:26:35,8,24,no
S18524,C1074,mobile,direct,2025-10-05 05:36:41,4,23,no
S18525,C1506,desktop,social,2024-12-26 23:00:17,3,25,no
S18526,C1562,mobile,search,2025-08-29 03:24:15,4,29,yes
S18527,C1109,mobile,social,2025-05-06 17:08:53,8,7,no
S18528,C2064,mobile,search,2025-02-05 05:51:49,3,21,no
S18529,C1131,mobile,social,2025-02-26 19:58:49,7,28,no
S18530,C2817,mobile,social,2025-09-28 13:47:30,2,13,no
S18531,C1469,mobile,social,2025-02-18 18:58:34,5,3,yes
S18532,C3650,mobile,social,2025-09-22 10:11:47,9,14,no
S18533,C2274,mobile,ads,2024-11-10 18:14:15,1,18,yes
S18534,C2998,mobile,social,2025-07-03 07:19:48,9,10,no
S18535,C2517,desktop,search,2024-11-27 06:52:12,2,8,no
S18536,C3577,mobile,ads,2025-05-08 14:20:43,7,10,no
S18537,C3997,mobile,search,2024-12-13 15:31:40,5,9,yes
S18538,C1574,mobile,social,2024-12-25 07:19:39,3,1,yes
S18539,C3213,mobile,search,2025-07-28 13:24:56,6,10,yes
S18540,C3000,tablet,search,2025-08-09 20:02:41,8,13,no
S18541,C1398,mobile,search,2025-04-24 04:09:38,3,4,no
S18542,C3108,mobile,direct,2024-12-23 03:03:33,8,21,yes
S18543,C2121,tablet,social,2024-10-21 11:41:11,9,16,no
S18544,C3937,mobile,search,2024-11-10 23:24:01,4,16,yes
S18545,C3812,mobile,direct,2024-12-28 23:58:32,4,8,yes
S18546,C1484,mobile,search,2025-05-23 01:52:40,8,21,yes
S18547,C2394,mobile,social,2025-01-12 00:37:51,2,14,no
S18548,C3765,mobile,social,2025-06-16 20:55:44,1,2,no
S18549,C1160,mobile,social,2025-02-12 09:41:11,3,6,yes
S18550,C2152,desktop,social,2025-05-17 10:18:22,6,6,no
S18551,C3388,tablet,social,2024-12-09 12:20:38,4,14,no
S18552,C1395,desktop,search,2025-06-20 20:16:51,7,14,no
S18553,C1825,mobile,direct,2025-10-15 21:03:32,3,24,yes
S18554,C1023,tablet,social,2025-09-11 17:24:43,1,3,yes
S18555,C3987,mobile,direct,2025-01-17 19:23:16,7,15,no
S18556,C1111,mobile,social,2024-12-12 13:08:00,8,29,yes
S18557,C2209,desktop,ads,2025-07-05 07:08:02,9,21,no
S18558,C2566,desktop,social,2024-12-20 09:34:03,1,28,no
S18559,C1755,mobile,search,2024-11-12 23:43:49,6,4,no
S18560,C3191,mobile,social,2025-01-26 20:46:45,9,15,no
S18561,C1007,desktop,social,2024-11-24 10:53:07,5,2,no
S18562,C2623,mobile,search,2025-02-05 18:06:18,1,19,no
S18563,C1176,mobile,direct,2025-02-06 06:24:40,1,5,no
S18564,C1818,desktop,social,2025-04-28 06:03:08,5,17,no
S18565,C2504,mobile,direct,2025-02-06 06:33:54,1,25,no
S18566,C2083,mobile,search,2025-07-02 07:48:55,3,5,no
S18567,C3020,tablet,social,2025-01-11 02:55:25,7,24,no
S18568,C3922,desktop,social,2025-07-31 23:03:46,2,28,no
S18569,C1300,tablet,search,2024-12-11 03:39:40,6,9,no
S18570,C3339,mobile,social,2025-10-15 01:47:52,3,4,no
S18571,C2543,desktop,social,2025-08-08 00:21:42,7,27,yes
S18572,C1377,mobile,search,2025-09-20 02:28:26,4,7,no
S18573,C1992,mobile,direct,2025-05-12 20:45:05,6,10,no
S18574,C3593,desktop,social,2025-08-07 10:04:09,7,21,no
S18575,C1613,desktop,social,2024-12-02 14:51:33,3,24,yes
S18576,C1948,mobile,ads,2024-11-15 15:51:03,6,17,no
S18577,C2628,desktop,direct,2025-04-02 16:36:59,6,25,no
S18578,C3929,desktop,direct,2025-03-09 18:50:54,8,1,no
S18579,C2494,mobile,social,2025-06-02 04:54:35,5,15,no
S18580,C2526,mobile,search,2025-06-11 23:30:11,5,19,no
S18581,C3681,mobile,ads,2025-07-23 23:02:15,5,29,yes
S18582,C2645,mobile,search,2025-01-05 05:48:50,2,15,yes
S18583,C3384,mobile,social,2025-07-20 07:03:21,9,27,no
S18584,C1376,mobile,search,2024-10-24 23:28:02,8,20,no
S18585,C1548,desktop,social,2025-07-09 10:18:52,8,6,yes
S18586,C3628,desktop,direct,2024-12-09 03:41:45,3,13,no
S18587,C3955,desktop,social,2025-08-02 17:43:25,6,14,no
S18588,C2903,mobile,search,2025-06-21 15:12:31,6,27,no
S18589,C1186,desktop,social,2025-08-02 09:01:43,8,29,no
S18590,C2510,tablet,search,2024-10-26 01:55:06,4,20,yes
S18591,C2048,mobile,search,2024-12-09 13:27:40,1,9,no
S18592,C3374,mobile,ads,2024-11-04 00:56:44,6,13,no
S18593,C2225,mobile,social,2025-06-24 06:02:24,5,2,no
S18594,C1832,mobile,social,2025-01-09 17:41:48,9,20,yes
S18595,C3219,mobile,search,2024-11-09 16:57:10,3,12,no
S18596,C3272,desktop,social,2025-02-05 14:08:00,4,14,yes
S18597,C2759,mobile,search,2025-10-19 22:46:16,9,20,no
S18598,C2269,mobile,social,2025-07-25 10:57:31,2,25,no
S18599,C3269,desktop,search,2025-07-18 06:22:52,1,3,no
S18600,C2070,desktop,direct,2024-12-17 23:35:55,2,24,no
S18601,C2827,desktop,search,2025-01-14 01:42:51,2,2,no
S18602,C3474,desktop,direct,2025-09-17 01:02:12,4,17,no
S18603,C1431,desktop,search,2024-12-10 23:12:02,5,1,no
S18604,C2534,mobile,direct,2024-12-10 17:27:31,2,6,no
S18605,C1044,mobile,social,2025-07-26 10:41:01,9,3,no
S18606,C1046,mobile,social,2025-04-09 11:13:47,9,29,yes
S18607,C1979,desktop,social,2025-05-02 10:16:16,6,12,no
S18608,C1278,mobile,direct,2025-03-09 12:04:44,7,9,yes
S18609,C1876,mobile,search,2025-09-16 07:25:53,2,25,no
S18610,C1947,mobile,direct,2025-10-17 07:58:40,1,5,no
S18611,C1730,desktop,direct,2024-12-09 09:50:22,9,2,no
S18612,C2520,tablet,social,2025-07-18 02:24:39,6,3,no
S18613,C3412,desktop,social,2025-09-26 03:28:07,4,22,no
S18614,C3540,tablet,direct,2024-11-30 02:32:48,3,21,no
S18615,C1739,mobile,direct,2025-01-23 15:45:53,1,29,yes
S18616,C2330,desktop,search,2025-03-14 20:17:21,4,4,no
S18617,C1682,desktop,social,2025-07-26 19:11:30,9,12,no
S18618,C3544,desktop,direct,2025-01-04 08:11:31,3,22,yes
S18619,C2132,desktop,direct,2024-11-06 02:28:03,8,14,no
S18620,C1218,mobile,direct,2025-10-04 23:03:14,6,1,no
S18621,C3307,mobile,search,2025-08-18 17:03:12,9,27,no
S18622,C2091,mobile,direct,2025-08-11 21:32:59,6,15,yes
S18623,C2168,mobile,social,2024-12-10 18:00:07,1,23,no
S18624,C2725,mobile,social,2025-05-04 11:46:27,7,18,no
S18625,C2208,mobile,direct,2024-11-26 08:09:05,8,29,no
S18626,C1261,mobile,social,2025-04-01 07:42:02,6,21,no
S18627,C3073,mobile,ads,2025-02-28 07:05:05,7,23,no
S18628,C3894,mobile,search,2025-09-30 05:34:20,7,16,yes
S18629,C1124,mobile,search,2024-11-08 06:43:10,5,18,no
S18630,C1292,mobile,social,2025-03-28 03:18:38,5,28,no
S18631,C2858,tablet,ads,2025-01-27 10:47:39,1,3,no
S18632,C2974,mobile,social,2025-03-23 18:07:32,4,10,yes
S18633,C1497,tablet,social,2025-01-05 12:52:57,1,25,yes
S18634,C3679,mobile,direct,2024-10-22 03:13:15,9,29,no
S18635,C1627,mobile,search,2025-07-12 22:43:10,8,12,no
S18636,C2164,mobile,search,2025-09-06 08:44:51,9,25,no
S18637,C2135,mobile,social,2024-11-12 07:42:47,2,13,yes
S18638,C3608,tablet,social,2025-03-03 18:41:01,6,23,no
S18639,C3387,mobile,direct,2025-07-25 18:54:40,5,16,no
S18640,C2727,mobile,social,2025-08-25 00:03:31,7,21,no
S18641,C3747,mobile,search,2025-06-09 00:55:14,4,12,no
S18642,C1230,desktop,social,2025-01-18 15:37:11,3,9,no
S18643,C2245,mobile,direct,2025-10-19 02:14:52,4,26,no
S18644,C1730,mobile,direct,2025-09-07 15:29:25,3,21,no
S18645,C2333,mobile,social,2025-04-09 21:08:38,5,13,yes
S18646,C3444,mobile,social,2025-04-16 11:06:28,7,1,no
S18647,C1480,mobile,social,2025-04-17 12:05:41,6,3,yes
S18648,C1012,desktop,search,2025-03-08 05:10:07,5,12,yes
S18649,C1479,tablet,social,2025-03-24 12:52:03,5,17,no
S18650,C3801,desktop,search,2025-10-06 17:45:47,7,27,no
S18651,C1658,tablet,search,2025-06-05 00:50:15,4,4,yes
S18652,C1102,mobile,social,2024-11-27 06:40:38,3,1,no
S18653,C2983,mobile,social,2025-06-15 08:14:12,1,23,no
S18654,C2573,mobile,social,2025-05-17 16:02:01,5,24,no
S18655,C2246,desktop,search,2025-01-16 02:26:15,2,25,yes
S18656,C2920,desktop,social,2024-12-11 06:49:51,5,4,yes
S18657,C1501,desktop,social,2025-08-15 05:43:03,9,8,no
S18658,C3942,desktop,search,2024-11-17 14:26:31,6,9,no
S18659,C2818,mobile,direct,2025-07-13 13:40:47,8,12,yes
S18660,C3747,desktop,social,2024-10-29 21:55:55,4,10,no
S18661,C3547,tablet,search,2025-07-01 03:10:42,3,17,no
S18662,C1571,mobile,search,2024-12-22 21:19:56,4,7,yes
S18663,C1997,desktop,social,2025-06-10 08:05:26,9,16,no
S18664,C1270,mobile,direct,2024-11-24 20:00:14,9,6,yes
S18665,C2474,mobile,search,2025-03-31 11:01:35,1,14,yes
S18666,C3573,tablet,social,2025-07-13 02:57:13,9,26,yes
S18667,C1901,desktop,search,2025-09-29 02:46:14,1,26,no
S18668,C3855,mobile,social,2025-09-01 17:36:35,1,3,no
S18669,C2426,desktop,direct,2025-07-14 08:19:40,3,11,no
S18670,C1737,mobile,search,2025-08-05 07:01:35,6,8,no
S18671,C3363,mobile,search,2024-11-18 18:18:34,5,7,no
S18672,C2008,desktop,search,2025-04-21 10:01:29,4,22,no
S18673,C1558,mobile,direct,2025-02-13 22:53:55,5,28,yes
S18674,C1252,mobile,search,2025-03-16 20:39:28,2,18,no
S18675,C1343,mobile,direct,2025-09-22 00:28:12,1,5,no
S18676,C3525,mobile,social,2025-06-14 04:23:52,2,21,no
S18677,C1666,mobile,search,2024-11-05 21:19:15,7,19,no
S18678,C1597,mobile,direct,2025-09-20 05:42:07,3,29,no
S18679,C1559,mobile,search,2024-12-21 19:26:29,9,12,no
S18680,C2969,mobile,social,2025-06-04 01:19:54,2,2,no
S18681,C1662,mobile,social,2025-08-07 22:12:01,8,1,no
S18682,C1519,desktop,social,2025-05-15 04:32:18,8,27,no
S18683,C3554,desktop,social,2025-01-13 17:48:45,5,9,no
S18684,C3560,desktop,direct,2024-12-06 08:34:28,6,8,no
S18685,C2421,desktop,social,2025-08-21 22:31:40,3,11,no
S18686,C1504,desktop,search,2024-11-01 08:13:20,2,3,yes
S18687,C3304,desktop,direct,2025-01-31 09:54:41,7,14,no
S18688,C3767,mobile,search,2025-01-25 07:18:18,5,24,no
S18689,C2356,mobile,search,2025-09-13 01:42:02,5,5,no
S18690,C1671,desktop,search,2025-08-05 03:05:25,8,9,yes
S18691,C3128,mobile,social,2025-05-19 04:47:12,3,22,no
S18692,C2419,desktop,search,2025-09-04 22:15:23,3,21,yes
S18693,C2893,mobile,social,2025-02-05 03:57:02,4,21,no
S18694,C3406,mobile,social,2024-11-15 23:41:51,3,14,yes
S18695,C3254,desktop,search,2025-06-18 19:58:08,7,24,no
S18696,C1899,desktop,ads,2025-03-20 08:21:02,9,17,yes
S18697,C1100,mobile,ads,2025-03-22 04:55:42,8,14,no
S18698,C1147,desktop,ads,2024-12-23 00:09:31,8,26,no
S18699,C1723,mobile,direct,2024-12-18 14:12:51,5,12,no
S18700,C1226,mobile,direct,2025-05-29 09:42:17,4,16,yes
S18701,C3454,desktop,direct,2024-11-21 12:47:16,2,24,no
S18702,C2996,desktop,social,2025-08-28 06:27:25,8,26,no
S18703,C3363,mobile,search,2025-09-23 08:34:55,1,17,no
S18704,C2142,mobile,search,2025-01-07 20:38:39,8,10,yes
S18705,C3156,desktop,social,2025-10-20 15:22:28,5,20,no
S18706,C2297,mobile,search,2024-12-06 00:58:01,1,2,yes
S18707,C1739,mobile,direct,2025-04-02 01:08:18,5,18,no
S18708,C3311,mobile,ads,2025-04-28 02:04:27,9,26,no
S18709,C3397,tablet,search,2024-10-26 10:44:20,8,3,yes
S18710,C3930,desktop,search,2025-05-03 14:47:39,1,26,yes
S18711,C2894,desktop,search,2024-11-11 17:08:06,8,4,no
S18712,C2622,mobile,social,2025-03-12 12:00:32,5,11,no
S18713,C1328,desktop,direct,2025-03-27 15:14:18,4,17,no
S18714,C3756,mobile,social,2025-05-25 09:37:02,2,8,no
S18715,C3199,mobile,search,2025-09-29 15:14:20,1,7,no
S18716,C2108,mobile,social,2025-03-13 03:41:07,7,20,no
S18717,C3524,desktop,search,2025-09-12 17:14:05,2,3,no
S18718,C3479,mobile,search,2025-04-01 05:25:13,6,8,no
S18719,C1691,desktop,ads,2025-09-12 19:03:43,9,29,yes
S18720,C2216,tablet,direct,2025-10-08 10:00:29,1,24,no
S18721,C3700,mobile,direct,2025-03-22 17:44:12,2,22,yes
S18722,C2930,mobile,social,2025-04-17 20:32:12,1,10,no
S18723,C3280,mobile,search,2025-08-09 12:07:25,2,3,no
S18724,C3451,tablet,search,2025-09-26 14:40:34,1,12,no
S18725,C3141,desktop,search,2025-10-02 00:20:36,3,3,yes
S18726,C2643,tablet,direct,2024-11-05 18:33:00,3,19,no
S18727,C1266,mobile,social,2025-03-18 19:40:37,3,18,no
S18728,C1284,mobile,social,2025-01-19 20:07:46,4,6,yes
S18729,C1056,mobile,social,2025-07-20 00:46:06,6,8,no
S18730,C1646,mobile,social,2025-03-23 00:40:50,1,23,no
S18731,C3890,mobile,social,2025-10-17 03:15:39,1,29,no
S18732,C1660,desktop,direct,2024-12-19 10:07:20,3,16,no
S18733,C2104,desktop,direct,2024-11-22 16:18:35,8,16,no
S18734,C1780,mobile,social,2025-05-30 12:09:53,8,22,no
S18735,C2199,desktop,search,2025-05-07 21:51:37,1,4,no
S18736,C2881,mobile,direct,2025-08-29 07:50:28,3,1,no
S18737,C3497,desktop,social,2025-03-22 22:01:32,8,3,yes
S18738,C3079,desktop,social,2025-03-10 14:52:51,9,26,no
S18739,C3527,desktop,social,2025-03-10 11:20:11,4,1,no
S18740,C1696,tablet,social,2024-11-13 11:42:25,1,4,no
S18741,C2182,desktop,direct,2025-02-15 18:19:15,5,5,yes
S18742,C2498,desktop,ads,2025-06-03 17:37:32,1,20,no
S18743,C3625,mobile,search,2025-02-09 10:47:42,3,27,no
S18744,C3386,mobile,ads,2025-08-19 11:17:32,6,8,no
S18745,C3638,tablet,ads,2025-08-13 08:37:24,6,15,no
S18746,C1811,mobile,search,2025-08-21 04:29:11,3,17,no
S18747,C3244,tablet,direct,2025-01-27 22:37:55,2,11,no
S18748,C3009,desktop,social,2025-02-14 17:12:53,6,29,no
S18749,C2686,mobile,ads,2025-07-02 18:56:19,6,19,no
S18750,C3600,desktop,social,2024-11-04 01:31:26,6,29,no
S18751,C2670,mobile,social,2025-04-10 06:30:38,6,2,yes
S18752,C3634,mobile,social,2025-04-06 14:03:24,2,3,yes
S18753,C2553,mobile,social,2025-03-22 01:31:09,5,6,yes
S18754,C2689,desktop,social,2025-01-05 06:24:41,3,5,no
S18755,C2404,mobile,search,2025-07-13 23:39:38,2,17,yes
S18756,C3335,desktop,social,2025-02-16 22:01:49,2,15,no
S18757,C1194,mobile,social,2025-06-12 20:09:18,1,15,yes
S18758,C3144,mobile,social,2025-08-16 03:12:11,7,23,no
S18759,C3360,mobile,search,2025-01-02 05:52:19,1,28,no
S18760,C3959,mobile,search,2025-07-26 13:51:18,5,13,no
S18761,C2945,mobile,ads,2025-01-16 06:51:46,6,27,yes
S18762,C1841,mobile,direct,2025-05-29 10:17:58,5,2,no
S18763,C3963,mobile,direct,2025-03-31 21:28:53,8,9,no
S18764,C1931,tablet,social,2025-03-03 12:40:39,6,6,no
S18765,C2968,mobile,search,2024-10-24 07:53:09,5,1,no
S18766,C3880,mobile,ads,2025-02-15 09:58:17,6,25,no
S18767,C2563,mobile,direct,2025-06-29 08:52:51,2,3,no
S18768,C1615,tablet,social,2025-06-12 18:50:35,6,14,no
S18769,C2489,mobile,ads,2025-03-16 09:33:16,4,11,no
S18770,C3174,tablet,social,2024-12-24 23:26:15,1,25,no
S18771,C1881,mobile,social,2025-04-15 04:19:29,1,22,no
S18772,C2397,desktop,search,2025-01-02 17:08:00,1,17,no
S18773,C2722,mobile,search,2024-12-10 07:07:29,4,9,yes
S18774,C3956,mobile,search,2025-09-14 18:21:44,7,19,no
S18775,C3218,mobile,ads,2024-12-25 14:59:20,4,7,no
S18776,C3660,mobile,direct,2025-03-19 15:57:20,6,4,no
S18777,C2595,mobile,social,2024-12-12 07:43:18,5,8,yes
S18778,C1029,mobile,search,2025-04-07 12:00:14,3,2,no
S18779,C2559,mobile,social,2025-09-28 13:45:27,6,3,no
S18780,C1163,tablet,search,2025-09-09 21:59:02,4,28,yes
S18781,C2526,mobile,ads,2024-12-05 15:14:01,9,29,no
S18782,C3727,tablet,search,2024-11-24 08:49:37,6,14,no
S18783,C3294,mobile,direct,2025-02-12 18:44:52,1,8,no
S18784,C1137,mobile,search,2024-12-17 01:08:22,7,14,no
S18785,C1880,desktop,direct,2025-01-28 07:51:58,2,8,yes
S18786,C1670,mobile,direct,2025-01-13 01:42:37,2,16,no
S18787,C1770,mobile,search,2025-08-22 04:47:38,9,18,no
S18788,C2551,desktop,ads,2025-03-29 14:31:16,5,2,no
S18789,C3015,mobile,direct,2025-07-06 10:54:10,1,4,no
S18790,C2544,desktop,social,2024-12-13 09:24:27,1,21,no
S18791,C2411,mobile,search,2025-10-13 03:56:39,1,22,no
S18792,C1963,mobile,social,2025-09-07 20:49:14,6,12,no
S18793,C2063,desktop,direct,2025-08-03 22:50:54,1,20,no
S18794,C1300,desktop,direct,2025-03-03 10:11:11,3,7,yes
S18795,C1706,mobile,search,2025-07-02 05:08:04,7,18,no
S18796,C1740,desktop,social,2025-05-24 11:28:59,3,3,yes
S18797,C1178,mobile,social,2025-07-18 02:09:59,9,28,no
S18798,C1046,desktop,social,2025-02-22 12:10:20,5,1,yes
S18799,C2976,mobile,social,2025-02-01 12:47:47,8,5,no
S18800,C2268,tablet,search,2025-07-09 13:51:19,4,23,no
S18801,C3005,tablet,ads,2024-12-18 18:35:36,7,8,no
S18802,C3681,desktop,search,2024-11-29 09:33:01,2,9,no
S18803,C1885,mobile,social,2025-07-11 18:43:09,8,15,no
S18804,C2427,mobile,social,2025-05-08 21:33:16,3,2,yes
S18805,C2044,desktop,direct,2025-09-16 04:17:56,2,28,yes
S18806,C2076,mobile,social,2025-05-08 08:02:57,2,8,no
S18807,C3072,mobile,search,2025-06-25 02:26:14,6,24,no
S18808,C2844,desktop,social,2025-09-30 05:05:31,2,15,no
S18809,C1829,desktop,search,2024-11-05 06:32:24,1,5,no
S18810,C3610,mobile,social,2025-05-16 07:42:31,9,26,no
S18811,C3579,mobile,social,2025-08-02 10:34:27,4,21,yes
S18812,C3010,mobile,social,2025-04-30 11:20:40,4,27,no
S18813,C3149,mobile,search,2025-06-08 17:54:34,4,26,yes
S18814,C2381,mobile,social,2025-07-14 21:53:44,9,10,no
S18815,C2681,desktop,search,2025-06-17 21:41:51,5,17,yes
S18816,C2352,mobile,ads,2024-11-28 02:33:07,5,24,no
S18817,C2910,mobile,social,2025-08-04 08:44:25,3,10,yes
S18818,C3581,mobile,direct,2025-06-19 21:00:14,8,27,yes
S18819,C3940,mobile,direct,2025-10-17 07:23:45,3,2,yes
S18820,C2300,desktop,direct,2025-03-28 07:05:39,2,11,yes
S18821,C2805,mobile,social,2024-12-17 07:17:57,3,9,no
S18822,C3089,mobile,ads,2025-06-26 08:36:57,7,15,yes
S18823,C1670,mobile,social,2025-01-22 06:14:12,4,29,no
S18824,C1802,mobile,search,2025-07-29 07:48:00,3,22,no
S18825,C2788,mobile,social,2025-02-18 20:18:38,4,28,yes
S18826,C1063,mobile,social,2025-10-08 10:16:33,2,26,no
S18827,C3903,mobile,ads,2025-09-04 17:26:04,1,10,yes
S18828,C2249,mobile,social,2025-07-24 05:20:05,7,11,no
S18829,C2124,tablet,direct,2024-11-22 21:10:56,9,1,yes
S18830,C1544,desktop,direct,2025-07-03 13:28:03,8,1,yes
S18831,C2780,mobile,ads,2025-06-11 08:02:47,2,24,yes
S18832,C3441,mobile,direct,2025-05-30 17:26:15,3,18,no
S18833,C3051,tablet,social,2025-07-13 03:31:57,6,16,no
S18834,C3430,desktop,direct,2025-03-17 16:39:42,1,13,no
S18835,C3556,desktop,ads,2025-01-31 09:54:11,1,26,no
S18836,C3344,desktop,ads,2025-01-14 16:29:37,5,19,yes
S18837,C2025,desktop,direct,2025-01-07 01:54:07,3,28,no
S18838,C3434,mobile,social,2025-05-26 09:09:28,2,24,no
S18839,C2000,mobile,direct,2025-03-01 14:29:55,1,28,yes
S18840,C1096,mobile,direct,2025-08-29 15:26:52,2,7,no
S18841,C3475,desktop,search,2025-01-21 23:53:51,3,4,no
S18842,C2810,mobile,social,2025-09-30 15:07:57,1,3,no
S18843,C3402,mobile,search,2024-12-12 01:05:16,9,1,yes
S18844,C3603,mobile,ads,2025-07-27 16:45:05,7,15,yes
S18845,C1156,desktop,social,2025-02-07 10:16:10,1,15,yes
S18846,C3335,mobile,search,2025-04-18 00:31:50,5,13,yes
S18847,C2663,mobile,direct,2025-01-01 12:06:40,7,12,yes
S18848,C2724,desktop,direct,2025-10-01 06:03:46,4,25,no
S18849,C2532,tablet,social,2025-03-12 00:16:21,1,2,no
S18850,C2144,desktop,social,2025-07-06 22:30:54,7,16,yes
S18851,C2575,mobile,search,2024-11-12 09:13:26,6,4,yes
S18852,C3083,desktop,direct,2025-03-11 15:17:55,2,24,no
S18853,C1523,mobile,search,2025-05-15 11:27:44,9,22,yes
S18854,C3539,tablet,ads,2025-01-20 14:36:24,5,24,no
S18855,C3012,mobile,social,2025-01-16 08:39:46,9,17,no
S18856,C2808,desktop,search,2025-01-24 08:45:34,2,24,no
S18857,C2352,desktop,search,2025-01-30 06:36:55,9,7,yes
S18858,C3599,desktop,direct,2025-01-07 13:57:36,2,2,no
S18859,C2535,desktop,social,2025-09-02 14:52:42,3,3,no
S18860,C3294,mobile,social,2024-11-03 12:04:19,5,15,yes
S18861,C3083,tablet,search,2025-08-31 03:58:28,7,16,no
S18862,C2041,desktop,social,2025-07-15 19:09:21,9,11,no
S18863,C2666,tablet,search,2025-01-22 13:32:24,3,17,no
S18864,C2667,mobile,search,2024-11-20 03:07:34,8,27,no
S18865,C1405,mobile,search,2024-11-20 13:43:33,2,18,no
S18866,C1578,mobile,search,2025-07-22 08:30:10,2,19,no
S18867,C3870,desktop,social,2025-09-10 01:59:48,9,23,no
S18868,C3689,mobile,social,2025-03-12 02:14:23,3,16,no
S18869,C1489,mobile,search,2025-09-15 11:25:13,3,26,no
S18870,C2214,mobile,search,2025-07-07 14:49:56,3,17,no
S18871,C3121,mobile,social,2025-05-14 10:58:45,9,24,no
S18872,C3064,desktop,social,2025-05-03 00:04:39,4,23,no
S18873,C3038,desktop,search,2025-03-27 13:25:16,9,24,no
S18874,C2629,desktop,social,2024-10-31 21:12:13,4,17,no
S18875,C1211,mobile,search,2025-03-15 04:58:12,3,6,yes
S18876,C3978,mobile,search,2025-07-27 03:43:35,2,29,no
S18877,C2893,mobile,direct,2025-02-01 17:39:13,3,8,no
S18878,C2932,mobile,social,2025-03-13 15:03:42,3,22,no
S18879,C2578,mobile,ads,2025-09-21 09:21:07,4,17,yes
S18880,C1920,desktop,search,2025-04-20 08:11:18,2,7,no
S18881,C2451,mobile,social,2025-08-19 07:10:59,7,25,no
S18882,C2672,tablet,direct,2025-07-30 15:34:38,8,16,no
S18883,C2986,desktop,direct,2025-03-21 15:09:18,8,14,no
S18884,C3873,desktop,social,2025-10-11 19:20:40,6,16,no
S18885,C2191,mobile,social,2025-07-15 21:59:42,8,18,no
S18886,C2510,mobile,ads,2025-05-27 22:31:56,6,26,no
S18887,C2502,desktop,social,2025-07-10 05:04:46,7,9,no
S18888,C3998,tablet,direct,2025-02-02 07:30:42,6,15,no
S18889,C1672,desktop,search,2025-05-02 22:52:39,8,6,no
S18890,C3556,mobile,search,2025-02-26 11:50:14,5,9,no
S18891,C2989,mobile,social,2025-08-26 04:11:47,6,7,yes
S18892,C3334,tablet,social,2025-04-15 03:32:32,3,10,yes
S18893,C3275,desktop,social,2025-03-25 21:25:28,4,15,no
S18894,C2868,mobile,social,2025-06-05 21:56:34,3,3,no
S18895,C3278,mobile,social,2025-07-24 13:38:07,5,6,yes
S18896,C3142,mobile,direct,2025-10-03 13:31:51,2,2,no
S18897,C1923,mobile,search,2025-07-27 20:21:17,3,29,no
S18898,C1140,desktop,search,2025-08-26 17:26:48,1,5,no
S18899,C3213,desktop,social,2025-02-02 04:36:19,4,23,no
S18900,C1795,mobile,search,2025-07-28 07:28:50,8,11,no
S18901,C1197,desktop,search,2025-08-16 20:42:41,5,6,yes
S18902,C1903,desktop,social,2025-10-06 02:47:54,7,25,no
S18903,C3420,mobile,social,2025-10-11 19:48:05,3,16,no
S18904,C3860,mobile,search,2025-06-24 21:44:10,6,25,no
S18905,C2711,mobile,search,2025-02-28 07:26:35,1,19,no
S18906,C3274,desktop,social,2025-01-06 10:34:15,9,18,no
S18907,C3492,desktop,social,2025-03-10 00:21:28,1,7,yes
S18908,C2538,desktop,search,2025-01-22 04:37:30,8,14,no
S18909,C1259,mobile,social,2025-04-08 13:36:03,7,25,no
S18910,C1580,mobile,search,2025-03-13 23:40:23,7,9,no
S18911,C2961,mobile,social,2025-05-28 04:08:42,5,14,no
S18912,C2488,mobile,social,2025-04-22 09:26:08,7,20,no
S18913,C2810,desktop,social,2025-09-18 22:26:18,7,19,no
S18914,C2017,mobile,direct,2025-02-03 04:52:13,4,19,no
S18915,C1530,mobile,social,2025-03-22 15:36:17,4,13,no
S18916,C1220,mobile,social,2025-03-20 04:14:54,5,12,no
S18917,C3766,mobile,social,2025-10-17 15:40:26,8,22,yes
S18918,C1813,mobile,search,2025-07-30 19:01:08,4,14,no
S18919,C3724,mobile,social,2025-06-08 22:50:14,2,29,no
S18920,C2507,desktop,social,2025-08-18 17:44:58,2,12,no
S18921,C3575,desktop,ads,2025-05-04 06:39:48,5,16,yes
S18922,C2663,mobile,social,2025-03-18 11:41:23,6,2,no
S18923,C1622,tablet,search,2025-08-30 09:06:49,8,26,no
